State,County,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and  health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
AL,Autauga,0.011134255,0.064419617,0.1507669,0.011550843,0.113804204,0.06612384,0.023594016,0.052868775,0.082863094,0.206892634,0.097519409,0.044688506,0.073773906,0.27854573,0.14819163,0.27104715,0.119030487,0.183185003
AL,Baldwin,0.007757347,0.092381306,0.080591226,0.024142025,0.156089427,0.031446256,0.010349171,0.07100329,0.128549032,0.196280823,0.101507064,0.050169012,0.049734021,0.368736803,0.164055208,0.240178709,0.09028791,0.13674137
AL,Barbour,0.043562145,0.022644192,0.242688871,0.012896019,0.167952884,0.064683184,0,0.034829407,0.047725426,0.176380991,0.089967506,0.052701056,0.043968318,0.256397238,0.166835906,0.251218522,0.120532088,0.205016247
AL,Bibb,0.029637914,0.143016916,0.111421781,0.035928981,0.142737313,0.058856424,0.007828883,0.080525654,0.04529568,0.154340836,0.017614987,0.045994688,0.126799944,0.286872641,0.167202572,0.131413393,0.237802321,0.176709073
AL,Blount,0.023122514,0.147040474,0.167082586,0.017273649,0.146026671,0.043827497,0.007096623,0.024877174,0.118809951,0.189425252,0.040747095,0.032636668,0.042033845,0.269983623,0.149808937,0.223582625,0.197808625,0.15881619
AL,Butler,0.010700257,0.046864418,0.207368278,0.01720168,0.12027631,0.072328322,0.011242043,0.028443722,0.04605174,0.202221319,0.105648111,0.063117974,0.068535826,0.219287552,0.134091833,0.252607341,0.128809427,0.265203847
AL,Calhoun,0.002894895,0.053762329,0.172018775,0.024772027,0.091003081,0.054899609,0.009201629,0.039866835,0.092677984,0.210293418,0.1342404,0.041665805,0.072703211,0.304915118,0.218419801,0.207832758,0.086764128,0.182068195
AL,Chambers,0,0.089553251,0.232052064,0,0.10602671,0.022303573,0.019049556,0.021286692,0.087926242,0.268727544,0.086705986,0.040675208,0.025693173,0.324927124,0.144532574,0.16527693,0.128804827,0.236458545
AL,Cherokee,0.01283736,0.061356515,0.174871121,0.025472556,0.127160619,0.180127363,0,0.03022339,0.015263317,0.218942687,0.068634388,0.041342363,0.043768321,0.321540483,0.073081977,0.290104114,0.116041646,0.19923178
AL,Chilton,0.018191953,0.152680653,0.12886389,0.040437823,0.157291983,0.050825986,0.001824263,0.041197933,0.026198439,0.170720584,0.108239587,0.051231377,0.052295531,0.28995642,0.166109253,0.154251546,0.198084524,0.191598257
AL,Clarke,0.019936102,0.078594249,0.128051118,0,0.179169329,0.151948882,0,0.109009585,0.022875399,0.164089457,0.080127796,0.031565495,0.034632588,0.286773163,0.114760383,0.315399361,0.076677316,0.206389776
AL,Coffee,0.026829731,0.047828972,0.106228669,0.035314752,0.107271521,0.135049298,0.003460372,0.03668942,0.098075465,0.194491847,0.090965112,0.047260144,0.070534699,0.284935533,0.195250284,0.209139173,0.12016496,0.190510049
AL,Colbert,0.016091501,0.071228555,0.234312759,0.018733978,0.117688819,0.046026425,0.019719976,0.019917176,0.094419247,0.222954052,0.047170183,0.064484323,0.027253007,0.329047525,0.140209032,0.188799053,0.104121475,0.237822915
AL,Covington,0.057385196,0.09197535,0.136438937,0.032668478,0.12212577,0.045325028,0.006560201,0.037704592,0.055065933,0.240872043,0.035849182,0.050824995,0.087204294,0.267775495,0.148631635,0.235637135,0.16320986,0.184745875
AL,Cullman,0.025779743,0.096180082,0.143717364,0.027144,0.140706591,0.055652256,0.006444936,0.064002446,0.068471562,0.189208261,0.099473115,0.046478807,0.036740838,0.290374935,0.156207367,0.219527685,0.13546126,0.198428753
AL,Dale,0.007609669,0.054106983,0.109109221,0.006938227,0.114033124,0.116774843,0.004196509,0.03603402,0.087231423,0.168140107,0.171553268,0.050749776,0.073522829,0.267401522,0.220848254,0.210440913,0.10681513,0.194494181
AL,Dallas,0.010733453,0.030187835,0.150864639,0.026833631,0.170915325,0.026908169,0.018187239,0.050163983,0.058735838,0.261106142,0.047182469,0.084376863,0.063804413,0.258050089,0.176505665,0.249031008,0.078488372,0.237924866
AL,DeKalb,0.027647176,0.118766969,0.219687438,0.009602013,0.093040196,0.094000397,0.015429442,0.02973313,0.054267929,0.159062314,0.069167605,0.086848553,0.022746838,0.273822926,0.188762334,0.137474339,0.152870671,0.24706973
AL,Elmore,0.006805253,0.088867032,0.158036047,0.011776277,0.088627785,0.031075549,0.006247009,0.077250253,0.071747568,0.222340369,0.107980222,0.034451592,0.094795045,0.345658993,0.147881333,0.223855601,0.093864639,0.188739433
AL,Escambia,0.033920468,0.073378971,0.168063995,0.013998923,0.129297746,0.037689409,0.008614722,0.060379971,0.039766172,0.143604338,0.140143066,0.06284132,0.0883009,0.230905315,0.170679179,0.235751096,0.123913545,0.238750865
AL,Etowah,0.00580052,0.049581207,0.19052662,0.022263406,0.167902185,0.053552518,0.014344854,0.03959276,0.064238953,0.233248291,0.086935593,0.042842014,0.029171079,0.287715413,0.119067103,0.237965726,0.093987677,0.26126408
AL,Franklin,0.019995063,0.099152473,0.280836008,0.007487863,0.086809841,0.063934831,0.018102526,0.056364684,0.142351683,0.170492882,0.013000905,0.012671768,0.028799473,0.240599029,0.159960504,0.157327409,0.150744672,0.291368386
AL,Geneva,0.01641616,0.095938599,0.127704936,0.032299328,0.146786057,0.075471698,0.027822194,0.022705469,0.061720499,0.224389724,0.110116192,0.033258714,0.02537043,0.38769854,0.186867072,0.125892762,0.175674235,0.123867392
AL,Houston,0.012589027,0.076644959,0.097619411,0.022368392,0.137368501,0.070372226,0.005466861,0.034173328,0.098055017,0.246161218,0.095789863,0.055931871,0.047459325,0.341994642,0.184457561,0.211748307,0.11038268,0.15141681
AL,Jackson,0.009567735,0.120945979,0.211422403,0.037534959,0.073745155,0.064815269,0.025955547,0.016584073,0.090574555,0.159952897,0.089151661,0.046612041,0.053137726,0.251754085,0.13159315,0.222314901,0.167754281,0.226583583
AL,Jefferson,0.004348252,0.044634871,0.095018444,0.031400777,0.119867463,0.059004995,0.016087226,0.087503673,0.118075278,0.265445761,0.074749453,0.03953253,0.044331277,0.429089544,0.170665622,0.195214311,0.060924493,0.144106029
AL,Lauderdale,0.004473335,0.069127001,0.156869598,0.037161296,0.127629832,0.045968174,0.003424897,0.054076093,0.047529182,0.191724331,0.145919247,0.061485054,0.054611962,0.319307565,0.205540411,0.195964679,0.100650031,0.178537313
AL,Lawrence,0.021561692,0.082709835,0.212624133,0.067473813,0.173513808,0.054550401,0,0.022037818,0.039654469,0.198476398,0.049245001,0.050741396,0.027411237,0.26465787,0.18310434,0.189498027,0.115426473,0.247313291
AL,Lee,0.004812515,0.05408407,0.089885359,0.015667542,0.168438022,0.049820874,0.015882493,0.07043229,0.077107714,0.31281347,0.090410795,0.023644614,0.027000239,0.437652257,0.164986864,0.235860998,0.067064724,0.094435156
AL,Limestone,0.023100932,0.070237172,0.149559651,0.023916026,0.112622015,0.070356454,0.010914296,0.028786704,0.112840699,0.214230333,0.068467824,0.052762371,0.062205523,0.409733405,0.116717361,0.166318761,0.120872348,0.186358124
AL,Macon,0.026461902,0.112935617,0.107974011,0,0.10490254,0.023626698,0.023744832,0.024571766,0.070407561,0.319196692,0.07749557,0.041464855,0.067217956,0.354282339,0.186769049,0.170821028,0.100413467,0.187714117
AL,Madison,0.003094659,0.046701678,0.136339183,0.012025106,0.096656846,0.043284232,0.008756244,0.042838478,0.207050083,0.213956706,0.065510439,0.034420392,0.089365954,0.540146023,0.122930703,0.172424747,0.0594031,0.105095427
AL,Marion,0.006754072,0.09034565,0.167580453,0.003734605,0.103774335,0.075804529,0.015415177,0.04155741,0.043543901,0.228526023,0.051092571,0.115772745,0.05609853,0.282399682,0.219308701,0.116567342,0.113945173,0.267779102
AL,Marshall,0.021685404,0.102951153,0.181648575,0.024520256,0.169945726,0.051705757,0.010975964,0.0427893,0.09582768,0.170551463,0.060234542,0.028275829,0.03888835,0.335408994,0.154099632,0.188917426,0.103750727,0.217823222
AL,Mobile,0.010441776,0.075165018,0.106405866,0.028036225,0.117872671,0.066976053,0.014519363,0.054923517,0.093198765,0.25002816,0.082221947,0.052862196,0.047348442,0.337786389,0.182488905,0.206931898,0.113316362,0.159476447
AL,Monroe,0.07032566,0.037478944,0.11412128,0.026530039,0.142055025,0.067097136,0,0.043234138,0.088293094,0.177989893,0.120859068,0.056709714,0.055306008,0.211959573,0.192026951,0.249438518,0.126614262,0.219960696
AL,Montgomery,0.001705293,0.055144642,0.157842291,0.021090155,0.10980646,0.06917735,0.012060322,0.045282709,0.09930761,0.233964086,0.067492604,0.037362344,0.089764135,0.379314596,0.138313609,0.223352235,0.051867604,0.207151956
AL,Morgan,0.008264621,0.081823573,0.166325496,0.028218324,0.136136672,0.051328653,0.020585028,0.042030954,0.1097358,0.196552582,0.053911347,0.041705726,0.063381225,0.394099979,0.108626198,0.197069121,0.097262344,0.202942358
AL,Pickens,0.063838276,0.133395398,0.236467615,0.027663253,0.062641309,0.108126081,0.002260939,0.033249102,0.066365208,0.13406038,0.055326506,0.052799574,0.023806357,0.309349648,0.146562043,0.10480117,0.220109057,0.219178082
AL,Pike,0.011946346,0.023683107,0.236411904,0.016557217,0.134274137,0.069442504,0.014461366,0.016207908,0.089422943,0.230543524,0.064412463,0.011457315,0.081179265,0.361254716,0.16319687,0.181640352,0.055470169,0.238437893
AL,Randolph,0.012784399,0.072589382,0.202925244,0.012567714,0.181040087,0.051679307,0,0.021018418,0.040086674,0.223185265,0.108667389,0.046045504,0.027410618,0.251679307,0.269772481,0.131419285,0.098483207,0.24864572
AL,Russell,0.063963418,0.051347033,0.162470387,0.013002038,0.032615283,0.056470718,0.021927167,0.042587185,0.101757479,0.201696876,0.058178613,0.114759517,0.079224285,0.34246047,0.206710374,0.215360035,0.091620296,0.143848824
AL,St. Clair,0.002539308,0.128966066,0.128273527,0.011362762,0.064252187,0.084848796,0.008361762,0.105214559,0.08038577,0.205889143,0.088080642,0.051709544,0.040115936,0.343986457,0.116346474,0.23805371,0.139944084,0.161669274
AL,Shelby,0.00828974,0.080980456,0.0808271,0.02833677,0.105329971,0.058462692,0.016545402,0.126459011,0.106079711,0.214067851,0.067647009,0.063787551,0.043186736,0.491608022,0.109606898,0.205513998,0.096239372,0.097031711
AL,Talladega,0.028218092,0.042702924,0.209005193,0.012810877,0.112906532,0.060808964,0,0.032112599,0.082707024,0.25204974,0.058793386,0.03768106,0.070203608,0.280882755,0.13244739,0.181709483,0.118030883,0.286929489
AL,Tallapoosa,0.009075516,0.064002709,0.161937013,0.014561463,0.065966813,0.082086014,0.013206908,0.038807992,0.06217406,0.357737894,0.029664748,0.067185913,0.033592956,0.275990518,0.207314595,0.193091771,0.147849644,0.175753471
AL,Tuscaloosa,0.016350457,0.064043247,0.153405474,0.018108059,0.095737101,0.043987573,0.008179979,0.043550548,0.090502294,0.290926019,0.08308236,0.06581985,0.026307039,0.391764918,0.174601214,0.195445434,0.084754458,0.153433976
AL,Walker,0.025685956,0.062056586,0.116933071,0.015044021,0.1867681,0.116933071,0.007479272,0.037781007,0.059705958,0.180314557,0.107274126,0.049064023,0.034960253,0.239721344,0.172835285,0.249081118,0.099153774,0.239208479
AL,Winston,0.020439606,0.122226787,0.253594906,0.004313887,0.1489318,0.055156122,0.005135579,0.041598192,0.081552999,0.178410025,0.025986031,0.025780608,0.036873459,0.269720624,0.124178307,0.178718159,0.142152835,0.285230074
AK,Anchorage Municipality,0.022038728,0.057858949,0.037824404,0.01170443,0.10110558,0.089167936,0.01994709,0.050141022,0.124856974,0.230000073,0.10326281,0.039515206,0.112576797,0.422722337,0.171098948,0.194449506,0.081916436,0.129812773
AK,Fairbanks North Star Borough,0.049302397,0.056596102,0.041551247,0.004117004,0.12007929,0.088388523,0.010826196,0.022008183,0.064448906,0.306589748,0.102264352,0.042389896,0.091438156,0.434267707,0.176472083,0.154235178,0.105974739,0.129050294
AK,Juneau City and Borough,0.031815494,0.056120639,0.020579539,0.009994086,0.088409225,0.092489651,0.021348315,0.015375517,0.103725606,0.169308102,0.112300414,0.038734477,0.239798936,0.422885866,0.220402129,0.188882318,0.090360733,0.077468953
AK,Kenai Peninsula Borough,0.109698997,0.09321267,0.021089908,0.011686012,0.117804446,0.039032068,0.013535314,0.04336022,0.065984655,0.245248869,0.10143616,0.051977179,0.085933504,0.418335629,0.14393075,0.176509935,0.126696833,0.134526854
AK,Matanuska-Susitna Borough,0.053437084,0.121146984,0.039916599,0.028244701,0.106723701,0.083616354,0.030738145,0.032651219,0.086604187,0.213339925,0.065753837,0.044000688,0.093826577,0.380078243,0.167340183,0.189222303,0.147371136,0.115988135
AZ,Apache,0.026603744,0.095680133,0.019032308,0.00181507,0.084478556,0.057719235,0.030130166,0.015920759,0.022455012,0.419747965,0.072499092,0.017061661,0.136856298,0.348026759,0.237566769,0.203858321,0.128558834,0.081989317
AZ,Cochise,0.030291402,0.089723044,0.035482924,0.012143647,0.0984132,0.032864592,0.013949394,0.03801097,0.132541814,0.243301808,0.090896779,0.051102634,0.131277792,0.378868248,0.227027515,0.199602736,0.113829763,0.080671738
AZ,Coconino,0.011849276,0.101295969,0.08583785,0.01066581,0.101646626,0.037724822,0.009307015,0.039375831,0.092661046,0.289963912,0.13941528,0.026985959,0.053270605,0.449322794,0.173253656,0.175766696,0.085048873,0.11660798
AZ,Gila,0.067599306,0.120596344,0.100530992,0.014755438,0.113652609,0.03155315,0.017359338,0.024405187,0.100633105,0.149954049,0.172725416,0.025681609,0.060553457,0.339221893,0.258960482,0.171704279,0.130348208,0.099765138
AZ,Graham,0.129082811,0.097410096,0.033404817,0.031507753,0.106235566,0.02804355,0,0.02482679,0.08817222,0.257670736,0.089656879,0.064500165,0.049488618,0.323985483,0.189623887,0.193830419,0.166199274,0.126360937
AZ,La Paz,0.106589147,0.139683959,0.038014311,0.004770423,0.073494335,0.063357185,0,0.092725104,0.047257007,0.118067979,0.172331544,0.052474657,0.091234347,0.255963029,0.206469887,0.24686941,0.204979129,0.085718545
AZ,Maricopa,0.005693397,0.075822476,0.08418078,0.021800374,0.121747414,0.058081889,0.016380465,0.105302922,0.134071293,0.207052788,0.089609379,0.042122175,0.038134648,0.429365563,0.151399819,0.2287745,0.080330911,0.110129207
AZ,Mohave,0.017363261,0.068163055,0.053392673,0.013080495,0.152192982,0.081772446,0.0124742,0.056424149,0.089254386,0.222200722,0.120343137,0.052902477,0.060436017,0.317711558,0.186571207,0.259855521,0.079489164,0.156372549
AZ,Navajo,0.014908091,0.094138081,0.030192503,0.016066001,0.138080764,0.062440295,0.003676364,0.040816327,0.072832537,0.317325228,0.083224779,0.041105804,0.085193226,0.344420321,0.193660443,0.228745115,0.113098857,0.120075264
AZ,Pima,0.010116741,0.060256992,0.066036775,0.019225628,0.11846857,0.046785685,0.015353343,0.061771957,0.121619442,0.261997717,0.111294765,0.049011453,0.05806093,0.41873719,0.195757249,0.214028067,0.082221864,0.08925563
AZ,Pinal,0.026611285,0.09177074,0.082699599,0.011039251,0.134606378,0.063180196,0.017947145,0.057610393,0.109182649,0.203300624,0.086206512,0.043666369,0.072178858,0.323762266,0.199102364,0.236396075,0.126962533,0.113776762
AZ,Santa Cruz,0.021373878,0.109623754,0.09144494,0.072715254,0.121247177,0.075304357,0.003470501,0.024568942,0.055528012,0.171156283,0.045777557,0.058172203,0.149617143,0.278907068,0.197708368,0.2435961,0.113700215,0.16608825
AZ,Yavapai,0.010982375,0.08559702,0.079118135,0.020941229,0.142607111,0.041473051,0.012804241,0.05342777,0.111737733,0.225266627,0.112484903,0.059507482,0.044052322,0.341569262,0.206300792,0.225676035,0.106118606,0.120335305
AZ,Yuma,0.071894048,0.059834911,0.058110296,0.047446649,0.096736397,0.064350505,0.010795297,0.038152161,0.089456154,0.241893653,0.092352453,0.034242157,0.094735318,0.292394581,0.197224819,0.198054213,0.141155097,0.17117129
AR,Baxter,0.011597938,0.073250136,0.193977211,0.012344004,0.164880629,0.026858383,0.004137276,0.058057515,0.037438958,0.250610418,0.08349159,0.052767227,0.030588714,0.384156267,0.162778079,0.186923494,0.108790016,0.157352143
AR,Benton,0.013792351,0.084916407,0.106716779,0.030244947,0.22108006,0.070332804,0.009194901,0.058811893,0.097187643,0.175439793,0.065005491,0.046295096,0.020981835,0.407993015,0.126525378,0.219040538,0.103681371,0.142759698
AR,Boone,0.006607028,0.102613577,0.153715722,0.001169385,0.089633398,0.097877565,0.026428112,0.108402035,0.062386716,0.201894404,0.080629129,0.045781442,0.022861486,0.275858037,0.118049465,0.309360931,0.096006549,0.200725019
AR,Carroll,0.081020255,0.132699842,0.222222222,0.02217221,0.069767442,0.044594482,0.011836292,0.076852546,0.044261065,0.14145203,0.12328082,0.012503126,0.017337668,0.294323581,0.15303826,0.158539635,0.194381929,0.199716596
AR,Clark,0.05043636,0.030488496,0.094298991,0.025954891,0.117193698,0.034342061,0,0.033208659,0.111980052,0.310325286,0.111073331,0.053043183,0.027654993,0.362121727,0.240054403,0.153802561,0.100419358,0.143601949
AR,Cleburne,0.026296916,0.093234521,0.117977528,0.027850825,0.148338513,0.076021994,0.022113316,0.096103275,0.068730576,0.202366722,0.06239541,0.033110208,0.025460196,0.276834808,0.127061917,0.222208941,0.176308869,0.197585465
AR,Columbia,0.03307888,0.068239648,0.119477215,0.007055286,0.114388156,0.088595882,0.003701133,0.11253759,0.070668517,0.244159149,0.085704372,0.001503585,0.050890585,0.290076336,0.149086283,0.211080268,0.085704372,0.264052741
AR,Conway,0.053535883,0.034154007,0.122158198,0.067050812,0.105709796,0.05866946,0,0.029858565,0.047459403,0.31367208,0.042221058,0.064326873,0.061183866,0.388370875,0.174122577,0.15515977,0.110843373,0.171503405
AR,Craighead,0.015613487,0.070718738,0.142512895,0.029394778,0.113795232,0.047019696,0.013462649,0.059606078,0.061896322,0.271742377,0.075677613,0.054965845,0.043594288,0.419552705,0.139226893,0.202059228,0.094517356,0.144643817
AR,Crawford,0.007875964,0.096697043,0.137602573,0.016535401,0.186054183,0.071007381,0.007669787,0.042266298,0.052698858,0.217516803,0.103542122,0.024535071,0.035998516,0.302090635,0.172528968,0.26708177,0.09735681,0.160941817
AR,Crittenden,0.008564577,0.073165957,0.085254246,0.05794548,0.15029609,0.080849606,0.014633191,0.025351148,0.117946459,0.173444918,0.119659375,0.05236627,0.040522684,0.295796016,0.171193657,0.178583664,0.107668967,0.246757696
AR,Faulkner,0.006962606,0.074601773,0.049655266,0.032503481,0.154298135,0.043405903,0.022976599,0.054580036,0.099514316,0.290731243,0.087932616,0.039805726,0.0430323,0.416975172,0.196719084,0.187939408,0.071154434,0.127211901
AR,Garland,0.01754059,0.047869738,0.10980922,0.01062219,0.144447809,0.037177665,0.008991591,0.045097719,0.10577931,0.222879638,0.120850707,0.06971977,0.059214051,0.307880454,0.265531459,0.177618859,0.073446854,0.175522374
AR,Greene,0.019706283,0.086613804,0.234457843,0.006850279,0.109932905,0.048186553,0.014451274,0.018064092,0.062403228,0.274339605,0.060995636,0.028996387,0.035002111,0.350959508,0.138647774,0.203490827,0.115234833,0.191667058
AR,Hempstead,0.056666667,0.104047619,0.373690476,0,0.061309524,0.00702381,0.011309524,0.02797619,0.017857143,0.255,0.027142857,0.006904762,0.051071429,0.270595238,0.110595238,0.160833333,0.104166667,0.353809524
AR,Hot Spring,0.013892087,0.030009978,0.117046588,0.015734132,0.158492593,0.043595057,0.019341469,0.029165707,0.127177834,0.24990406,0.107068846,0.022565047,0.066006601,0.430270934,0.145751784,0.177603807,0.137078824,0.10929465
AR,Independence,0.01657095,0.08961474,0.204833692,0.034218713,0.13155061,0.058207705,0.008913616,0.011605647,0.034757119,0.193108399,0.078368031,0.102536492,0.035714286,0.209918641,0.177016033,0.24509452,0.174443647,0.19352716
AR,Jefferson,0.026526034,0.017277343,0.167657129,0.020425833,0.108032587,0.049195167,0.007871227,0.024361447,0.083198867,0.301428628,0.058758708,0.031445551,0.103821481,0.386516589,0.179857531,0.183793144,0.055019875,0.194812862
AR,Johnson,0.019029777,0.119601656,0.242457109,0,0.110234668,0.071977914,0.001577598,0.021889174,0.032636561,0.22520213,0.06694932,0.027114967,0.061329126,0.299546441,0.135476237,0.15835141,0.104811674,0.301814238
AR,Logan,0.062985141,0.039698381,0.178420936,0.021401641,0.110778443,0.043912176,0.018074961,0.005877135,0.012197827,0.323685961,0.066311821,0.060989133,0.055666445,0.331226436,0.176757596,0.172322023,0.111887336,0.207806609
AR,Lonoke,0.024736516,0.083880967,0.07467452,0.025387477,0.150619963,0.090793552,0.016707998,0.046590205,0.051921885,0.247737136,0.031184129,0.063453193,0.092312461,0.347799132,0.13282703,0.222597644,0.162430254,0.134345939
AR,Miller,0.002586207,0.041194581,0.164716749,0.045197044,0.113731527,0.120197044,0.005172414,0.016871921,0.055295567,0.244150246,0.083435961,0.053633005,0.053817734,0.304618227,0.125738916,0.162007389,0.144027094,0.263608374
AR,Mississippi,0.032714812,0.087153294,0.215685007,0.01215491,0.124070602,0.077972457,0.004978341,0.02702528,0.057024633,0.188142497,0.084049913,0.028964893,0.060063361,0.265209802,0.187625267,0.169651516,0.146764078,0.230749337
AR,Ouachita,0.063230547,0.019147278,0.2909941,0.02972281,0.059668262,0.131470555,0.005120784,0.018590671,0.074251364,0.202159635,0.042079483,0.010686853,0.052877658,0.222531448,0.133363019,0.199821886,0.074251364,0.370032283
AR,Poinsett,0.085762611,0.018306636,0.186747587,0.031041687,0.090140285,0.06496866,0.006268033,0.026365536,0.053228534,0.225052234,0.0711372,0.100189036,0.040791961,0.327430106,0.169734355,0.137697742,0.117799224,0.247338573
AR,Polk,0.030860734,0.070138032,0.183144428,0,0.164066884,0.077544608,0,0.028167434,0.070474694,0.286836494,0.046908316,0.028055213,0.013803165,0.318819437,0.214117383,0.123106273,0.10155987,0.242397037
AR,Pope,0.026183824,0.055627194,0.214879289,0.011712873,0.093667168,0.063937245,0.012429257,0.035317716,0.054158607,0.268822982,0.096317788,0.031950713,0.034995344,0.290314492,0.184038971,0.207213984,0.106597894,0.211834659
AR,Pulaski,0.004181601,0.054371674,0.067475834,0.0225372,0.105555556,0.063196481,0.021027479,0.098311068,0.103899207,0.284381449,0.067606169,0.042646899,0.064809384,0.455837949,0.153519062,0.222748995,0.061306615,0.106587379
AR,St. Francis,0.021075665,0.054243925,0.101808131,0.004030865,0.206265116,0.052977082,0.012898768,0.005067373,0.018541979,0.26338823,0.127490499,0.026258206,0.105954163,0.212944835,0.248992284,0.241506392,0.092479558,0.204076932
AR,Saline,0.006680101,0.086079685,0.087285594,0.036383543,0.131713819,0.067324628,0.000999635,0.067229424,0.115370579,0.254288117,0.045380258,0.034384272,0.066880345,0.404503118,0.103930311,0.255605097,0.121336655,0.11462482
AR,Sebastian,0.011427643,0.084741479,0.120901935,0.032080445,0.130758954,0.085662189,0.010200029,0.028361496,0.097270364,0.219652657,0.084579001,0.050602975,0.043760832,0.372255921,0.148812103,0.173671288,0.096710716,0.208549971
AR,Union,0.057921858,0.061183224,0.142521688,0.01532842,0.125432131,0.021655469,0.00195682,0.03039593,0.082251647,0.327310678,0.044680712,0.066988455,0.02237297,0.331550453,0.231752658,0.160133064,0.105929163,0.170634662
AR,Washington,0.020241804,0.098513341,0.117100612,0.020806767,0.117996481,0.057940953,0.015407338,0.044188149,0.09146745,0.238841988,0.099062162,0.054204129,0.024228826,0.405772304,0.146575519,0.191102646,0.108852157,0.147697374
AR,White,0.009536052,0.122683248,0.114701662,0.017786679,0.144296305,0.048158556,0.016381681,0.049683128,0.03892144,0.266112639,0.061819921,0.080025111,0.029893579,0.337647973,0.168300849,0.218193232,0.114342939,0.161515007
AR,Yell,0.076770131,0.071688943,0.170993041,0.01071468,0.095879819,0.034242792,0.013918038,0.052579255,0.141610516,0.168010604,0.052579255,0.05876505,0.052247874,0.244559814,0.194189771,0.195625759,0.175963769,0.189660886
CA,Alameda,0.003263983,0.051967334,0.097964811,0.016554846,0.086306535,0.058331922,0.037068926,0.060176782,0.210987829,0.225762212,0.069391542,0.042707258,0.039516019,0.550686546,0.13542012,0.16226659,0.051330517,0.100296227
CA,Amador,0.037181303,0.087051464,0.063149197,0.004190274,0.14536119,0.030276204,0.025318697,0.056421152,0.122167139,0.226156752,0.061142587,0.086638338,0.054945703,0.388161001,0.229697828,0.188562323,0.103989613,0.089589235
CA,Butte,0.038464434,0.063551804,0.041206516,0.015366418,0.122748535,0.046002473,0.016871875,0.046239045,0.098284854,0.274208291,0.124598097,0.052744771,0.059712888,0.362976504,0.242486155,0.20263455,0.088499382,0.103403409
CA,Calaveras,0.026062186,0.158979332,0.089217528,0.014000849,0.121219468,0.033395963,0.004848779,0.065579732,0.080186678,0.191708588,0.066488878,0.039456937,0.108855082,0.368143524,0.182798958,0.169949694,0.151039457,0.128068368
CA,Colusa,0.223609286,0.029675865,0.125492773,0.046758651,0.056395094,0.110709593,0.005913272,0.022996058,0.017849321,0.153307052,0.067564608,0.047963206,0.091765221,0.20630749,0.172579939,0.153416557,0.256241787,0.211454227
CA,Contra Costa,0.005087534,0.075860237,0.063870484,0.0201594,0.099695354,0.058816818,0.023353815,0.077321967,0.181598598,0.223502128,0.074257682,0.048586489,0.047889493,0.481957435,0.159207386,0.19154906,0.07031814,0.096967979
CA,Del Norte,0.032614413,0.095423461,0.014518674,0.015255129,0.115518148,0.045870594,0.00568122,0.03324566,0.06459758,0.28932141,0.120462914,0.05607575,0.111415045,0.341399264,0.261230931,0.223145713,0.128563914,0.045660179
CA,El Dorado,0.020874074,0.065125323,0.05217401,0.017175295,0.098257886,0.047178983,0.015253271,0.076869783,0.140654159,0.195364793,0.137044776,0.066410397,0.067617249,0.465397982,0.171250098,0.208908357,0.084759021,0.069684542
CA,Fresno,0.084955086,0.06845893,0.064546243,0.028355671,0.101656045,0.06662523,0.012092895,0.037848046,0.093070995,0.249042666,0.082337896,0.046352128,0.06465817,0.344254565,0.179471609,0.199970947,0.141030587,0.135272293
CA,Glenn,0.178378378,0.13722755,0.032693984,0.011246731,0.072537053,0.044202267,0,0.018308631,0.065387969,0.186748038,0.115170009,0.054054054,0.084045336,0.232258065,0.131386225,0.246556234,0.260854403,0.128945074
CA,Humboldt,0.037106037,0.095884324,0.064196349,0.009144049,0.118650441,0.053753333,0.023039584,0.049668421,0.081937513,0.250991317,0.077698776,0.055804334,0.082125521,0.372034594,0.222055104,0.180949614,0.119727217,0.105233472
CA,Imperial,0.107740922,0.044018993,0.049527704,0.025617195,0.141604285,0.070937326,0.000473141,0.032545329,0.053802869,0.205326214,0.084388043,0.060376147,0.123641832,0.222173406,0.279440342,0.204177157,0.149765964,0.14444313
CA,Kern,0.136058657,0.056969263,0.059546612,0.022900376,0.1040939,0.078666877,0.009512247,0.037144805,0.075669829,0.232552899,0.082731483,0.044637425,0.059515627,0.297510535,0.179386281,0.185746558,0.176893436,0.16046319
CA,Kings,0.169175911,0.023732171,0.109389857,0.035677496,0.120919176,0.024267036,0.000614105,0.034310618,0.05112916,0.188728209,0.089540412,0.068878764,0.083637084,0.229397781,0.223019017,0.182805071,0.207547544,0.157230586
CA,Lake,0.035236841,0.104752783,0.03228381,0.01795762,0.119158785,0.072588691,0.008938904,0.026856618,0.143381619,0.196735704,0.093100283,0.082684864,0.066323477,0.352727563,0.216728521,0.195019753,0.11281376,0.122710403
