State,County,lat,lng
MO,Montgomery,38.9415,-91.4702
MO,Morgan,38.4237,-92.886
MO,New Madrid,36.5946,-89.6517
MO,Newton,36.9055,-94.3393
MO,Nodaway,40.3607,-94.8834
MO,Oregon,36.6867,-91.4033
MO,Osage,38.4604,-91.8618
MO,Ozark,36.6493,-92.4447
MO,Pemiscot,36.2114,-89.7854
MO,Perry,37.7072,-89.8244
MO,Pettis,38.7283,-93.2851
MO,Phelps,37.8772,-91.7923
MO,Pike,39.3438,-91.1714
MO,Platte,39.3803,-94.7738
MO,Polk,37.6165,-93.4005
MO,Pulaski,37.8246,-92.2076
MO,Putnam,40.4789,-93.0162
MO,Ralls,39.5277,-91.522
MO,Randolph,39.4401,-92.4971
MO,Ray,39.3523,-93.9899
MO,Reynolds,37.3623,-90.9691
MO,Ripley,36.6528,-90.8638
MO,Saline,39.1368,-93.2018
MO,Schuyler,40.4703,-92.521
MO,Scotland,40.4526,-92.1471
MO,Scott,37.053,-89.5686
MO,Shannon,37.1574,-91.4005
MO,Shelby,39.7978,-92.0766
MO,St. Charles,38.782,-90.6749
MO,St. Clair,38.0372,-93.776
MO,St. Francois,37.8103,-90.4723
MO,St. Louis,38.6407,-90.4434
MO,St. Louis,38.6358,-90.2451
MO,Ste. Genevieve,37.8944,-90.1944
MO,Stoddard,36.8556,-89.9443
MO,Stone,36.7469,-93.456
MO,Sullivan,40.2106,-93.1115
MO,Taney,36.6548,-93.0411
MO,Texas,37.3173,-91.9651
MO,Vernon,37.8506,-94.3424
MO,Warren,38.7646,-91.1607
MO,Washington,37.9617,-90.8774
MO,Wayne,37.1126,-90.4614
MO,Webster,37.2809,-92.8759
MO,Worth,40.4791,-94.4221
MO,Wright,37.2702,-92.4687
MS,Adams,31.4829,-91.3535
MS,Alcorn,34.8808,-88.5803
MS,Amite,31.1744,-90.8044
MS,Attala,33.0863,-89.5815
MS,Benton,34.8173,-89.1885
MS,Bolivar,33.7971,-90.8805
MS,Calhoun,33.9365,-89.3365
MS,Carroll,33.4485,-89.9202
MS,Chickasaw,33.9208,-88.9479
MS,Choctaw,33.3473,-89.2484
MS,Claiborne,31.9737,-90.9118
MS,Clarke,32.0414,-88.6894
MS,Clay,33.6556,-88.7816
MS,Coahoma,34.23,-90.6018
MS,Copiah,31.8692,-90.4488
MS,Covington,31.6332,-89.5526
MS,DeSoto,34.8753,-89.9912
MS,Forrest,31.1889,-89.2579
MS,Franklin,31.4772,-90.8979
MS,George,30.8626,-88.644
MS,Greene,31.2142,-88.6392
MS,Grenada,33.7699,-89.802
MS,Hancock,30.4165,-89.489
MS,Harrison,30.5122,-89.116
MS,Hinds,32.2667,-90.4429
MS,Holmes,33.1235,-90.0921
MS,Humphreys,33.1287,-90.5266
MS,Issaquena,32.7415,-90.9892
MS,Itawamba,34.28,-88.3613
MS,Jackson,30.5425,-88.6358
MS,Jasper,32.0191,-89.1189
MS,Jefferson,31.7342,-91.0373
MS,Jefferson Davis,31.5697,-89.823
MS,Jones,31.6225,-89.1688
MS,Kemper,32.7546,-88.6412
MS,Lafayette,34.3568,-89.4849
MS,Lamar,31.206,-89.5087
MS,Lauderdale,32.4043,-88.6625
MS,Lawrence,31.5502,-90.107
MS,Leake,32.7535,-89.524
MS,Lee,34.2899,-88.6804
MS,Leflore,33.5505,-90.3011
MS,Lincoln,31.5324,-90.454
MS,Lowndes,33.4729,-88.4433
MS,Madison,32.6347,-90.0337
MS,Marion,31.2308,-89.8224
MS,Marshall,34.7623,-89.5031
MS,Monroe,33.8923,-88.4805
MS,Montgomery,33.4941,-89.6164
MS,Neshoba,32.7535,-89.1176
MS,Newton,32.4002,-89.1188
MS,Noxubee,33.1102,-88.5698
MS,Oktibbeha,33.4249,-88.8793
MS,Panola,34.3639,-89.9506
MS,Pearl River,30.7688,-89.5896
MS,Perry,31.172,-88.9924
MS,Pike,31.1748,-90.4042
MS,Pontotoc,34.2254,-89.0374
MS,Prentiss,34.6183,-88.5201
MS,Quitman,34.2514,-90.2891
MS,Rankin,32.2641,-89.9458
MS,Scott,32.4064,-89.5376
MS,Sharkey,32.8798,-90.8132
MS,Simpson,31.9132,-89.9195
MS,Smith,32.0177,-89.5067
MS,Stone,30.79,-89.1177
MS,Sunflower,33.6023,-90.5886
MS,Tallahatchie,33.9505,-90.1733
MS,Tate,34.6503,-89.9448
MS,Tippah,34.7684,-88.9089
MS,Tishomingo,34.7404,-88.2393
MS,Tunica,34.6507,-90.375
MS,Union,34.4905,-89.0038
MS,Walthall,31.1484,-90.1061
MS,Warren,32.3573,-90.852
MS,Washington,33.2839,-90.9474
MS,Wayne,31.6408,-88.6958
MS,Webster,33.6131,-89.2848
MS,Wilkinson,31.1611,-91.3109
MS,Winston,33.0885,-89.0344
MS,Yalobusha,34.0282,-89.7077
MS,Yazoo,32.7803,-90.3964
MT,Beaverhead,45.1327,-112.8988
MT,Big Horn,45.4234,-107.4898
MT,Blaine,48.4327,-108.9586
MT,Broadwater,46.3324,-111.4955
MT,Carbon,45.2274,-109.0281
MT,Carter,45.5168,-104.5362
MT,Cascade,47.308,-111.347
MT,Chouteau,47.8806,-110.4353
MT,Custer,46.2527,-105.5717
MT,Daniels,48.7838,-105.5486
MT,Dawson,47.2664,-104.8995
MT,Deer Lodge,46.0608,-113.0678
MT,Fallon,46.334,-104.4174
MT,Fergus,47.2636,-109.2245
MT,Flathead,48.2951,-114.0497
MT,Gallatin,45.5404,-111.1704
MT,Garfield,47.2776,-106.9929
MT,Glacier,48.7051,-112.9947
MT,Golden Valley,46.3812,-109.1752
MT,Granite,46.4045,-113.4404
MT,Hill,48.6282,-110.1112
MT,Jefferson,46.1485,-112.0938
MT,Judith Basin,47.0454,-110.266
MT,Lake,47.6459,-114.0894
MT,Lewis and Clark,47.1224,-112.3904
MT,Liberty,48.5617,-111.0246
MT,Lincoln,48.5425,-115.4051
MT,Madison,45.3007,-111.9203
MT,McCone,47.6452,-105.7954
MT,Meagher,46.5982,-110.8857
MT,Mineral,47.1472,-114.9983
MT,Missoula,47.0365,-113.9237
MT,Musselshell,46.4966,-108.3981
MT,Park,45.4884,-110.5267
MT,Petroleum,47.1175,-108.2502
MT,Phillips,48.2592,-107.9133
MT,Pondera,48.2278,-112.2263
MT,Powder River,45.395,-105.6302
MT,Powell,46.8564,-112.9361
MT,Prairie,46.8605,-105.378
MT,Ravalli,46.0817,-114.1207
MT,Richland,47.7879,-104.5614
MT,Roosevelt,48.2945,-105.0164
MT,Rosebud,46.2297,-106.7307
MT,Sanders,47.6748,-115.1333
MT,Sheridan,48.7212,-104.5047
MT,Silver Bow,45.9024,-112.6567
MT,Stillwater,45.6691,-109.3952
MT,Sweet Grass,45.8139,-109.941
MT,Teton,47.8371,-112.2409
MT,Toole,48.6554,-111.6956
MT,Treasure,46.2115,-107.2716
MT,Valley,48.3653,-106.6675
MT,Wheatland,46.4663,-109.8446
MT,Wibaux,46.9653,-104.249
MT,Yellowstone,45.9373,-108.2744
NC,Alamance,36.0437,-79.3995
NC,Alexander,35.921,-81.177
NC,Alleghany,36.4916,-81.127
NC,Anson,34.9738,-80.1027
NC,Ashe,36.4341,-81.5004
NC,Avery,36.0765,-81.9226
NC,Beaufort,35.494,-76.8598
NC,Bertie,36.0663,-76.9788
NC,Bladen,34.6146,-78.5637
NC,Brunswick,34.0715,-78.2383
NC,Buncombe,35.6112,-82.5301
NC,Burke,35.7496,-81.7048
NC,Cabarrus,35.3868,-80.5519
NC,Caldwell,35.953,-81.5464
NC,Camden,36.3891,-76.208
NC,Carteret,34.8357,-76.6589
NC,Caswell,36.3932,-79.3335
NC,Catawba,35.662,-81.2151
NC,Chatham,35.7026,-79.2554
NC,Cherokee,35.1339,-84.0635
NC,Chowan,36.1508,-76.6079
NC,Clay,35.0572,-83.7502
NC,Cleveland,35.3341,-81.5555
NC,Columbus,34.2657,-78.655
NC,Craven,35.1249,-77.0939
NC,Cumberland,35.0487,-78.8277
NC,Currituck,36.405,-76.0079
NC,Dare,35.7824,-75.7988
NC,Davidson,35.7933,-80.2128
NC,Davie,35.9291,-80.5445
NC,Duplin,34.9365,-77.933
NC,Durham,36.036,-78.8766
NC,Edgecombe,35.9129,-77.5971
NC,Forsyth,36.1306,-80.2563
NC,Franklin,36.0828,-78.2857
NC,Gaston,35.2944,-81.1803
NC,Gates,36.4449,-76.7005
NC,Graham,35.3502,-83.8335
NC,Granville,36.304,-78.6527
NC,Greene,35.485,-77.6758
NC,Guilford,36.0795,-79.7889
NC,Halifax,36.2574,-77.6517
NC,Harnett,35.3689,-78.8693
NC,Haywood,35.556,-82.9822
NC,Henderson,35.3363,-82.48
NC,Hertford,36.3591,-76.982
NC,Hoke,35.0175,-79.2373
NC,Hyde,35.5306,-76.2517
NC,Iredell,35.8071,-80.8734
NC,Jackson,35.2876,-83.1408
NC,Johnston,35.5178,-78.3657
NC,Jones,35.0217,-77.3552
NC,Lee,35.4752,-79.1715
NC,Lenoir,35.2388,-77.6413
NC,Lincoln,35.4856,-81.2235
NC,Macon,35.1505,-83.4222
NC,Madison,35.858,-82.7058
NC,Martin,35.8432,-77.1092
NC,McDowell,35.6817,-82.0493
NC,Mecklenburg,35.2467,-80.8328
NC,Mitchell,36.0133,-82.1636
NC,Montgomery,35.3325,-79.9055
NC,Moore,35.3106,-79.4814
NC,Nash,35.9673,-77.9864
NC,New Hanover,34.2329,-77.8848
NC,Northampton,36.4178,-77.3969
NC,Onslow,34.7322,-77.4322
NC,Orange,36.0611,-79.1207
NC,Pamlico,35.1434,-76.7407
NC,Pasquotank,36.2955,-76.2843
NC,Pender,34.5249,-77.9052
NC,Perquimans,36.2059,-76.4411
NC,Person,36.39,-78.9718
NC,Pitt,35.5933,-77.3745
NC,Polk,35.2793,-82.1697
NC,Randolph,35.7103,-79.806
NC,Richmond,35.0059,-79.7479
NC,Robeson,34.6402,-79.1039
NC,Rockingham,36.396,-79.775
NC,Rowan,35.6394,-80.5247
NC,Rutherford,35.4026,-81.9198
NC,Sampson,34.9916,-78.3714
NC,Scotland,34.8409,-79.4804
NC,Stanly,35.3119,-80.251
NC,Stokes,36.4019,-80.2397
NC,Surry,36.4146,-80.688
NC,Swain,35.4868,-83.4928
NC,Transylvania,35.2021,-82.7982
NC,Tyrrell,35.8172,-76.209
NC,Union,34.9884,-80.5307
NC,Vance,36.3649,-78.4079
NC,Wake,35.7903,-78.6503
NC,Warren,36.3965,-78.1067
NC,Washington,35.8225,-76.5775
NC,Watauga,36.2311,-81.6964
NC,Wayne,35.364,-78.004
NC,Wilkes,36.2062,-81.163
NC,Wilson,35.7051,-77.9187
NC,Yadkin,36.1605,-80.6652
NC,Yancey,35.8989,-82.3076
ND,Adams,46.0968,-102.5284
ND,Barnes,46.9361,-98.0716
ND,Benson,48.0694,-99.366
ND,Billings,47.0236,-103.3763
ND,Bottineau,48.7922,-100.8333
ND,Bowman,46.1126,-103.5206
ND,Burke,48.791,-102.5182
ND,Burleigh,46.9775,-100.4687
ND,Cass,46.933,-97.248
ND,Cavalier,48.7723,-98.4648
ND,Dickey,46.1102,-98.5047
ND,Divide,48.8149,-103.4872
ND,Dunn,47.3568,-102.6182
ND,Eddy,47.7176,-98.9016
ND,Emmons,46.2851,-100.2387
ND,Foster,47.4571,-98.883
ND,Golden Valley,46.9402,-103.8466
ND,Grand Forks,47.9219,-97.4569
ND,Grant,46.3583,-101.6397
ND,Griggs,47.4573,-98.237
ND,Hettinger,46.4325,-102.4603
ND,Kidder,46.9801,-99.7801
ND,LaMoure,46.4569,-98.5355
ND,Logan,46.4573,-99.4774
ND,McHenry,48.2346,-100.6363
ND,McIntosh,46.1118,-99.4412
ND,McKenzie,47.7402,-103.3953
ND,McLean,47.6069,-101.3218
ND,Mercer,47.3092,-101.8315
ND,Morton,46.7161,-101.2811
ND,Mountrail,48.2013,-102.3557
ND,Nelson,47.9217,-98.192
ND,Oliver,47.1153,-101.3403
ND,Pembina,48.7675,-97.5518
ND,Pierce,48.2496,-99.9718
ND,Ramsey,48.2689,-98.7201
ND,Ransom,46.4562,-97.6574
ND,Renville,48.719,-101.6578
ND,Richland,46.2646,-96.9483
ND,Rolette,48.7725,-99.8409
ND,Sargent,46.1078,-97.6306
ND,Sheridan,47.5755,-100.3456
ND,Sioux,46.1127,-101.0404
ND,Slope,46.4472,-103.4599
ND,Stark,46.8107,-102.6551
ND,Steele,47.4562,-97.7246
ND,Stutsman,46.9793,-98.9588
ND,Towner,48.6855,-99.2457
ND,Traill,47.4542,-97.1616
ND,Walsh,48.3695,-97.7213
ND,Ward,48.2217,-101.5418
ND,Wells,47.5875,-99.6609
ND,Williams,48.3437,-103.4802
NE,Adams,40.5245,-98.5012
NE,Antelope,42.1769,-98.0667
NE,Arthur,41.569,-101.6958
NE,Banner,41.546,-103.7105
NE,Blaine,41.9128,-99.9768
NE,Boone,41.7068,-98.0672
NE,Box Butte,42.2198,-103.0857
NE,Boyd,42.8997,-98.7665
NE,Brown,42.43,-99.9295
NE,Buffalo,40.8552,-99.075
NE,Burt,41.8515,-96.3286
NE,Butler,41.2261,-97.1318
NE,Cass,40.9097,-96.1409
NE,Cedar,42.5993,-97.2524
NE,Chase,40.5242,-101.698
NE,Cherry,42.545,-101.1186
NE,Cheyenne,41.2198,-102.995
NE,Clay,40.5244,-98.0513
NE,Colfax,41.574,-97.0865
NE,Cuming,41.9164,-96.7874
NE,Custer,41.3943,-99.7261
NE,Dakota,42.3912,-96.5646
NE,Dawes,42.7197,-103.1354
NE,Dawson,40.8699,-99.8196
NE,Deuel,41.1116,-102.3339
NE,Dixon,42.4931,-96.8677
NE,Dodge,41.5779,-96.654
NE,Douglas,41.2953,-96.1543
NE,Dundy,40.1762,-101.6879
NE,Fillmore,40.5247,-97.5965
NE,Franklin,40.1763,-98.9528
NE,Frontier,40.5301,-100.3942
NE,Furnas,40.1764,-99.9123
NE,Gage,40.2619,-96.6894
NE,Garden,41.6194,-102.3354
NE,Garfield,41.9144,-98.9914
NE,Gosper,40.5148,-99.8307
NE,Grant,41.915,-101.7406
NE,Greeley,41.5674,-98.5212
NE,Hall,40.8726,-98.5022
NE,Hamilton,40.873,-98.0229
NE,Harlan,40.1765,-99.4046
NE,Hayes,40.5248,-101.0619
NE,Hitchcock,40.1763,-101.0423
NE,Holt,42.4557,-98.7838
NE,Hooker,41.916,-101.1353
NE,Howard,41.2201,-98.5171
NE,Jefferson,40.1757,-97.1427
NE,Johnson,40.3926,-96.2651
NE,Kearney,40.5067,-98.948
NE,Keith,41.1988,-101.6615
NE,Keya Paha,42.8789,-99.7124
NE,Kimball,41.1978,-103.7149
NE,Knox,42.6368,-97.8919
NE,Lancaster,40.7842,-96.6878
NE,Lincoln,41.0477,-100.7453
NE,Logan,41.5666,-100.4827
NE,Loup,41.9139,-99.4544
NE,Madison,41.9167,-97.6008
NE,McPherson,41.5682,-101.0604
NE,Merrick,41.169,-98.038
NE,Morrill,41.716,-103.0104
NE,Nance,41.3973,-97.9922
NE,Nemaha,40.3877,-95.8498
NE,Nuckolls,40.1764,-98.0472
NE,Otoe,40.6485,-96.1348
NE,Pawnee,40.1315,-96.2371
NE,Perkins,40.851,-101.6497
NE,Phelps,40.5111,-99.4145
NE,Pierce,42.2644,-97.6013
NE,Platte,41.5713,-97.5211
NE,Polk,41.1869,-97.5684
NE,Red Willow,40.1758,-100.4769
NE,Richardson,40.125,-95.7175
NE,Rock,42.4213,-99.4499
NE,Saline,40.5241,-97.1409
NE,Sarpy,41.1129,-96.112
NE,Saunders,41.2264,-96.6374
NE,Scotts Bluff,41.8506,-103.708
NE,Seward,40.8724,-97.1395
NE,Sheridan,42.5048,-102.4089
NE,Sherman,41.2206,-98.9762
NE,Sioux,42.4877,-103.7589
NE,Stanton,41.9169,-97.1939
NE,Thayer,40.1762,-97.5949
NE,Thomas,41.9136,-100.5558
NE,Thurston,42.1582,-96.544
NE,Valley,41.5673,-98.9819
NE,Washington,41.5311,-96.222
NE,Wayne,42.2093,-97.1193
NE,Webster,40.1764,-98.5
NE,Wheeler,41.9148,-98.5282
NE,York,40.8727,-97.5971
NH,Belknap,43.5179,-71.4227
NH,Carroll,43.8738,-71.2031
NH,Cheshire,42.9193,-72.2512
NH,Coos,44.6896,-71.3056
NH,Grafton,43.9407,-71.8208
NH,Hillsborough,42.9153,-71.7161
NH,Merrimack,43.2975,-71.6802
NH,Rockingham,42.9876,-71.1254
NH,Strafford,43.297,-71.0288
NH,Sullivan,43.3613,-72.2221
NJ,Atlantic,39.4778,-74.6613
NJ,Bergen,40.9597,-74.0742
NJ,Burlington,39.8777,-74.6681
NJ,Camden,39.8035,-74.9597
NJ,Cape May,39.1494,-74.8005
NJ,Cumberland,39.3739,-75.1107
NJ,Essex,40.788,-74.2481
NJ,Gloucester,39.7173,-75.1414
NJ,Hudson,40.7408,-74.0751
NJ,Hunterdon,40.5673,-74.9122
NJ,Mercer,40.2834,-74.7018
NJ,Middlesex,40.4392,-74.4117
NJ,Monmouth,40.26,-74.2216
NJ,Morris,40.862,-74.5445
NJ,Ocean,39.8856,-74.2814
NJ,Passaic,41.0344,-74.3009
NJ,Salem,39.5876,-75.3491
NJ,Somerset,40.5635,-74.6164
NJ,Sussex,41.1393,-74.6909
NJ,Union,40.6601,-74.31
NJ,Warren,40.8572,-74.9973
NM,Bernalillo,35.0514,-106.6702
NM,Catron,33.9152,-108.4046
NM,Chaves,33.3633,-104.4669
NM,Cibola,34.9125,-107.9998
NM,Colfax,36.6061,-104.6468
NM,Curry,34.5742,-103.347
NM,De Baca,34.3425,-104.412
NM,Doña Ana,32.3526,-106.8328
NM,Eddy,32.4714,-104.3044
NM,Grant,32.7389,-108.3824
NM,Guadalupe,34.8633,-104.7907
NM,Harding,35.8579,-103.8203
NM,Hidalgo,31.914,-108.7148
NM,Lea,32.7921,-103.4125
NM,Lincoln,33.7453,-105.4593
NM,Los Alamos,35.8693,-106.3073
NM,Luna,32.1823,-107.7499
NM,McKinley,35.5807,-108.2618
NM,Mora,36.0105,-104.945
NM,Otero,32.6132,-105.7414
NM,Quay,35.1043,-103.5498
NM,Rio Arriba,36.5096,-106.6931
NM,Roosevelt,34.0212,-103.48
NM,San Juan,36.5085,-108.3206
NM,San Miguel,35.4805,-104.8158
NM,Sandoval,35.6886,-106.8659
NM,Santa Fe,35.5069,-105.9763
NM,Sierra,33.1305,-107.1924
NM,Socorro,34.0072,-106.9302
NM,Taos,36.5783,-105.631
NM,Torrance,34.6405,-105.8508
NM,Union,36.4816,-103.471
NM,Valencia,34.7155,-106.809
NV,Carson City,39.1511,-119.7476
NV,Churchill,39.5809,-118.3358
NV,Clark,36.2152,-115.0135
NV,Douglas,38.9123,-119.6162
NV,Elko,41.1458,-115.3577
NV,Esmeralda,37.7846,-117.6323
NV,Eureka,39.9839,-116.2686
NV,Humboldt,41.4068,-118.112
NV,Lander,39.9335,-117.0381
NV,Lincoln,37.6433,-114.8775
NV,Lyon,39.0206,-119.189
NV,Mineral,38.5386,-118.4349
NV,Nye,38.0422,-116.4718
NV,Pershing,40.4404,-118.4044
NV,Storey,39.447,-119.5293
NV,Washoe,40.6655,-119.6643
NV,White Pine,39.4422,-114.9016
NY,Albany,42.6002,-73.9736
NY,Allegany,42.2574,-78.0276
NY,Bronx,40.8501,-73.8672
NY,Broome,42.1602,-75.8196
NY,Cattaraugus,42.2486,-78.6788
NY,Cayuga,42.9175,-76.5545
NY,Chautauqua,42.2281,-79.3663
NY,Chemung,42.1413,-76.76
NY,Chenango,42.4935,-75.6116
NY,Clinton,44.7462,-73.6782
NY,Columbia,42.2501,-73.6318
NY,Cortland,42.595,-76.0703
NY,Delaware,42.1981,-74.9665
NY,Dutchess,41.7652,-73.7429
NY,Erie,42.7639,-78.7323
NY,Essex,44.1172,-73.7726
NY,Franklin,44.5929,-74.3038
NY,Fulton,43.1138,-74.4222
NY,Genesee,43.0009,-78.1937
NY,Greene,42.2765,-74.1227
NY,Hamilton,43.6611,-74.4974
NY,Herkimer,43.4193,-74.9624
NY,Jefferson,44.0496,-75.9203
NY,Kings,40.6413,-73.9383
NY,Lewis,43.7851,-75.4486
NY,Livingston,42.728,-77.7755
NY,Madison,42.9128,-75.6696
NY,Monroe,43.1464,-77.6961
NY,Montgomery,42.9023,-74.4397
NY,Nassau,40.7326,-73.5862
NY,New York,40.7792,-73.9668
NY,Niagara,43.2001,-78.7452
NY,Oneida,43.2418,-75.4358
NY,Onondaga,43.0058,-76.1946
NY,Ontario,42.8528,-77.2998
NY,Orange,41.4022,-74.3056
NY,Orleans,43.2521,-78.2312
NY,Oswego,43.4269,-76.1413
NY,Otsego,42.6338,-75.0326
NY,Putnam,41.4267,-73.7495
NY,Queens,40.7035,-73.8196
NY,Rensselaer,42.7111,-73.5097
NY,Richmond,40.5808,-74.1531
NY,Rockland,41.1525,-74.0242
NY,Saratoga,43.1074,-73.8639
NY,Schenectady,42.8181,-74.0586
NY,Schoharie,42.5882,-74.4421
NY,Schuyler,42.3938,-76.8752
NY,Seneca,42.7811,-76.8238
NY,St. Lawrence,44.4964,-75.0691
NY,Steuben,42.2678,-77.3838
NY,Suffolk,40.8681,-72.8456
NY,Sullivan,41.7164,-74.7681
NY,Tioga,42.1703,-76.3063
NY,Tompkins,42.452,-76.4736
NY,Ulster,41.8881,-74.2586
NY,Warren,43.561,-73.846
NY,Washington,43.3137,-73.4308
NY,Wayne,43.1566,-77.0294
NY,Westchester,41.1626,-73.7561
NY,Wyoming,42.7024,-78.2244
NY,Yates,42.6335,-77.1055
OH,Adams,38.8455,-83.4721
OH,Allen,40.7715,-84.1058
OH,Ashland,40.846,-82.2707
OH,Ashtabula,41.7072,-80.7482
OH,Athens,39.3339,-82.0452
OH,Auglaize,40.5609,-84.2217
OH,Belmont,40.0158,-80.9885
OH,Brown,38.9338,-83.8673
OH,Butler,39.4386,-84.5756
OH,Carroll,40.5796,-81.0897
OH,Champaign,40.1377,-83.7696
OH,Clark,39.9167,-83.7844
OH,Clermont,39.0476,-84.1517
OH,Clinton,39.4149,-83.8084
OH,Columbiana,40.7684,-80.7772
OH,Coshocton,40.3017,-81.9201
OH,Crawford,40.8508,-82.9198
OH,Cuyahoga,41.4243,-81.6586
OH,Darke,40.1332,-84.6193
OH,Defiance,41.3239,-84.4905
OH,Delaware,40.2784,-83.0049
OH,Erie,41.3641,-82.6194
OH,Fairfield,39.7516,-82.6306
OH,Fayette,39.5599,-83.4561
OH,Franklin,39.9695,-83.0093
OH,Fulton,41.6018,-84.1301
OH,Gallia,38.8247,-82.3169
OH,Geauga,41.4996,-81.1786
OH,Greene,39.6915,-83.8899
OH,Guernsey,40.052,-81.4943
OH,Hamilton,39.1955,-84.5428
OH,Hancock,41.0019,-83.6665
OH,Hardin,40.6616,-83.6595
OH,Harrison,40.2938,-81.0911
OH,Henry,41.3339,-84.0682
OH,Highland,39.1847,-83.601
OH,Hocking,39.4971,-82.4792
OH,Holmes,40.5612,-81.9293
OH,Huron,41.1463,-82.598
OH,Jackson,39.0196,-82.6184
OH,Jefferson,40.385,-80.761
OH,Knox,40.3988,-82.4215
OH,Lake,41.6963,-81.2372
OH,Lawrence,38.5984,-82.5368
OH,Licking,40.0916,-82.4831
OH,Logan,40.3885,-83.7658
OH,Lorain,41.2956,-82.151
OH,Lucas,41.6197,-83.6589
OH,Madison,39.8942,-83.4005
OH,Mahoning,41.0146,-80.7763
OH,Marion,40.5872,-83.1609
OH,Medina,41.1176,-81.8997
OH,Meigs,39.0822,-82.0228
OH,Mercer,40.54,-84.6294
OH,Miami,40.0535,-84.2288
OH,Monroe,39.7274,-81.0829
OH,Montgomery,39.7547,-84.2907
OH,Morgan,39.6204,-81.8527
OH,Morrow,40.5241,-82.7941
OH,Muskingum,39.9654,-81.9444
OH,Noble,39.7659,-81.4556
OH,Ottawa,41.5379,-83.1435
OH,Paulding,41.1166,-84.5802
OH,Perry,39.7372,-82.2361
OH,Pickaway,39.6419,-83.0244
OH,Pike,39.0773,-83.0668
OH,Portage,41.1677,-81.1974
OH,Preble,39.7415,-84.648
OH,Putnam,41.0221,-84.1317
OH,Richland,40.7747,-82.5365
OH,Ross,39.3376,-83.057
OH,Sandusky,41.3561,-83.1465
OH,Scioto,38.8039,-82.9929
OH,Seneca,41.1239,-83.1277
OH,Shelby,40.3316,-84.2048
OH,Stark,40.8139,-81.3656
OH,Summit,41.126,-81.5322
OH,Trumbull,41.317,-80.7613
OH,Tuscarawas,40.4409,-81.4737
OH,Union,40.2994,-83.3716
OH,Van Wert,40.8554,-84.5861
OH,Vinton,39.251,-82.4853
OH,Warren,39.4277,-84.1668
OH,Washington,39.4553,-81.4953
OH,Wayne,40.8289,-81.888
OH,Williams,41.5603,-84.5881
OH,Wood,41.3617,-83.623
OH,Wyandot,40.8424,-83.3044
OK,Adair,35.8839,-94.6587
OK,Alfalfa,36.731,-98.324
OK,Atoka,34.3737,-96.0378
OK,Beaver,36.7497,-100.4768
OK,Beckham,35.2687,-99.682
OK,Blaine,35.8752,-98.4334
OK,Bryan,33.9623,-96.2598
OK,Caddo,35.1744,-98.3751
OK,Canadian,35.5424,-97.9824
OK,Carter,34.2509,-97.2858
OK,Cherokee,35.9067,-94.9997
OK,Choctaw,34.0266,-95.5522
OK,Cimarron,36.7483,-102.5178
OK,Cleveland,35.2031,-97.3265
OK,Coal,34.5882,-96.2978
OK,Comanche,34.6621,-98.4717
OK,Cotton,34.2902,-98.3722
OK,Craig,36.7617,-95.2085
OK,Creek,35.9026,-96.3708
OK,Custer,35.6388,-99.0015
OK,Delaware,36.4082,-94.8026
OK,Dewey,35.9876,-99.0079
OK,Ellis,36.2184,-99.7546
OK,Garfield,36.3791,-97.7827
OK,Garvin,34.7046,-97.3093
OK,Grady,35.0169,-97.8841
OK,Grant,36.7961,-97.7861
OK,Greer,34.9357,-99.5608
OK,Harmon,34.7441,-99.8462
OK,Harper,36.7888,-99.6673
OK,Haskell,35.2248,-95.1166
OK,Hughes,35.0484,-96.2502
OK,Jackson,34.588,-99.4148
OK,Jefferson,34.111,-97.8358
OK,Johnston,34.3165,-96.6606
OK,Kay,36.818,-97.1439
OK,Kingfisher,35.9454,-97.9421
OK,Kiowa,34.9164,-98.9809
OK,Latimer,34.876,-95.2504
OK,Le Flore,34.9003,-94.7034
OK,Lincoln,35.703,-96.8809
OK,Logan,35.9193,-97.4433
OK,Love,33.9499,-97.2441
OK,Major,36.3116,-98.5359
OK,Marshall,34.0245,-96.7691
OK,Mayes,36.3019,-95.2307
OK,McClain,35.0093,-97.4443
OK,McCurtain,34.1154,-94.7713
OK,McIntosh,35.3736,-95.6668
OK,Murray,34.4823,-97.0679
OK,Muskogee,35.6162,-95.3795
OK,Noble,36.3886,-97.2305
OK,Nowata,36.7985,-95.6174
OK,Okfuskee,35.4655,-96.3228
OK,Oklahoma,35.5515,-97.4072
OK,Okmulgee,35.6466,-95.9643
OK,Osage,36.6292,-96.3985
OK,Ottawa,36.8355,-94.8104
OK,Pawnee,36.3169,-96.6992
OK,Payne,36.0773,-96.9756
OK,Pittsburg,34.9239,-95.7484
OK,Pontotoc,34.728,-96.6844
OK,Pottawatomie,35.2066,-96.9484
OK,Pushmataha,34.4162,-95.3759
OK,Roger Mills,35.6883,-99.6958
OK,Rogers,36.3715,-95.6043
OK,Seminole,35.1675,-96.6155
OK,Sequoyah,35.4953,-94.7552
OK,Stephens,34.4856,-97.8515
OK,Texas,36.7479,-101.4901
OK,Tillman,34.3728,-98.9242
OK,Tulsa,36.1211,-95.9415
OK,Wagoner,35.9611,-95.5212
OK,Washington,36.7152,-95.9044
OK,Washita,35.2904,-98.9922
OK,Woods,36.7669,-98.8651
OK,Woodward,36.4227,-99.2651
OR,Baker,44.7092,-117.6753
